latitude;longitude;local;descricao;fonte
40.424478;-3.710234;Colegio Sagrado Corazón;Colegio en el barrio de Salamanca, conocido por su enfoque en la educación académica y formación personal.;poi_madrid
40.42106;-3.711596;Bulevar de los Reyes;Vía importante en el barrio de Moncloa, conocida por sus comercios y su cercanía a zonas residenciales.;poi_madrid
40.428396;-3.69878;Palacio de Longoria;El Palacio de Longoria es un impresionante edificio modernista situado en el centro de Madrid. Actualmente alberga la Sociedad General de Autores y Editores (SGAE).;poi_madrid
40.474019;-3.470708;Hospital Universitario de Torrejón;Centro médico en Torrejón de Ardoz, con una oferta completa de servicios médicos y atención de calidad.;poi_madrid
40.428872;-3.686102;Discoteca Goya Social Club;Discoteca en el distrito de Salamanca, conocida por su variada oferta musical y su elegante diseño.;poi_madrid
40.415263;-3.712208;Mirador de la Plaza Mayor;Mirador en la Plaza Mayor, con vistas a los históricos edificios y la vida animada de la plaza.;poi_madrid
40.418756;-3.711782;Colegio Madre de Dios;Colegio en el barrio de Chamberí, con una amplia oferta educativa y un enfoque en la formación integral del alumnado.;poi_madrid
40.421175;-3.708026;Colegio San Fernando;Colegio en el barrio de Salamanca, con una amplia oferta educativa y enfoque en el desarrollo integral del alumnado.;poi_madrid
40.420094;-3.710202;Farmacia de la Fuente;Farmacia situada en el barrio de Chamberí, ofreciendo una variada gama de productos farmacéuticos y servicios de salud.;poi_madrid
40.420762;-3.709438;Gimnasio Premium;Gimnasio de alta gama en el centro de Madrid, con instalaciones de última tecnología y una variedad de clases y entrenadores.;poi_madrid
40.431349;-3.711221;Hotel Princesa Plaza Madrid;Hotel moderno y lujoso en el barrio de Argüelles, conocido por su diseño contemporáneo y sus amplias habitaciones.;poi_madrid
40.464858;-3.708204;Hotel Eurostars Madrid Tower;Hotel de lujo en la Torre Espacio, con vistas panorámicas de la ciudad y modernas instalaciones.;poi_madrid
40.414452;-3.702319;Torre del Oro;Edificio histórico con valor arquitectónico, ubicado en el centro de Madrid y conocido por su estilo y diseño.;poi_madrid
40.418012;-3.703272;Cine Dore;Cine histórico y cultural ubicado en el centro de Madrid, conocido por sus proyecciones de cine clásico y eventos especiales.;poi_madrid
40.41612;-3.70355;Madrileño;Restaurante tradicional madrileño, conocido por sus platos clásicos y ambiente auténtico.;poi_madrid
40.419678;-3.710115;Restaurante La Pizzateca;Pizzería en el barrio de Malasaña que ofrece una variedad de pizzas artesanales y un ambiente informal.;poi_madrid
40.406593;-3.729774;Parque del Lago;El Parque del Lago es un espacio verde en el barrio de Latina, conocido por su lago artificial y sus áreas de recreo, ideal para disfrutar de un día al aire libre.;poi_madrid
40.419769;-3.715759;Colegio Luis Vives;Colegio en el barrio de Chamberí, con una oferta educativa sólida y un enfoque en la formación integral.;poi_madrid
40.4235;-3.711;Azotea del Hotel RIU Plaza España;Azotea en el Hotel RIU Plaza España, con vistas 360 grados de Madrid y un ambiente moderno y vibrante, ideal para tomar algo mientras se admira la ciudad.;poi_madrid
40.420614;-3.67111;Bulevar de la Avenida de la Paz;Vía principal en el distrito de Ciudad Lineal, conocida por sus espacios comerciales y residenciales.;poi_madrid
40.417458;-3.710114;Restaurante El Pescador;Restaurante en el barrio de Chueca, famoso por su oferta de mariscos y pescado fresco.;poi_madrid
40.411972;-3.711503;Teatro La Latina;Teatro en el barrio de La Latina, conocido por su programación variada y su oferta de entretenimiento.;poi_madrid
40.415312;-3.699731;Teatro La Encina;Teatro en el barrio de Malasaña, con una oferta variada de representaciones teatrales y eventos culturales.;poi_madrid
40.42418;-3.663389;Biblioteca Municipal Antonio Mingote;Biblioteca en el distrito de San Blas, conocida por su colección variada y programas culturales.;poi_madrid
40.418931;-3.721303;Instituto de Educación Secundaria (IES) José Ortega y Gasset;Instituto en el barrio de Salamanca, conocido por su alto nivel académico y sus programas de formación profesional.;poi_madrid
40.416041;-3.70984;Casa de los Boillos;Edificio histórico en el barrio de La Latina, conocido por su arquitectura tradicional y su uso histórico.;poi_madrid
40.422978;-3.689065;Consulado de Reino Unido;Consulado que representa los intereses del Reino Unido en Madrid, ofreciendo asistencia y servicios a ciudadanos británicos.;poi_madrid
40.430712;-3.704122;Jardín de la Rosaleda;Parque con una amplia colección de rosales y áreas de descanso, perfecto para disfrutar de la belleza de las flores y el aire libre.;poi_madrid
40.418914;-3.701438;Restaurante Ouh Babbo;Restaurante italiano en el barrio de Salamanca, conocido por sus platos de pasta y ambiente acogedor.;poi_madrid
40.416277;-3.711883;Madrid Río;Parque lineal a lo largo del río Manzanares, ideal para paseos, actividades al aire libre y eventos familiares.;poi_madrid
40.41526;-3.6834;Parque del Retiro;El Parque del Retiro es uno de los lugares más emblemáticos de Madrid. Conocido por sus amplios jardines, estanques y monumentos, es un lugar ideal para pasear, hacer deporte o simplemente relajarse. Entre sus principales atracciones se encuentran el Palacio de Cristal, el estanque grande y la estatua del Ángel Caído.;poi_madrid
40.426843;-3.719684;Colegio Nuestra Señora de la Almudena;Colegio en el barrio de Ciudad Lineal, conocido por su sólida oferta educativa y programas extracurriculares.;poi_madrid
40.418901;-3.703218;Restaurante La Huerta;Restaurante en el barrio de Salamanca, conocido por su cocina mediterránea y platos frescos.;poi_madrid
40.418555;-3.703123;Pastelería Delicias;Pastelería en el barrio de Salamanca, destacada por sus delicias caseras y tartas personalizadas.;poi_madrid
40.487561;-3.637118;Hotel Silken Puerta de América;Hotel con un diseño arquitectónico innovador y una ubicación conveniente cerca del aeropuerto y del centro de la ciudad.;poi_madrid
40.420317;-3.70912;Pastelería La Alegría;Pastelería en el barrio de Chueca, conocida por su ambiente acogedor y sus exquisitos dulces.;poi_madrid
40.419042;-3.71194;Consulado de China;Consulado que proporciona servicios consulares a ciudadanos chinos en Madrid, incluyendo visas y asistencia consular.;poi_madrid
40.416298;-3.704915;Quixote;Librería en el barrio de La Latina, conocida por su amplia selección de libros clásicos y modernos.;poi_madrid
40.409866;-3.709682;Casa Museo del Reloj;Museo dedicado a la historia y evolución de los relojes, situado en una antigua casa restaurada en el centro de Madrid.;poi_madrid
40.419232;-3.702484;Azotea del Hotel Urban;Azotea en el Hotel Urban, famosa por su elegante diseño y vistas impresionantes del centro de Madrid, ideal para una bebida tranquila.;poi_madrid
40.432379;-3.72459;Mirador de Vallehermoso;Mirador en el barrio de Moncloa, ofreciendo vistas panorámicas de la ciudad y áreas circundantes.;poi_madrid
40.418207;-3.70299;Restaurante La Corte;Restaurante en el barrio de Chamberí, famoso por su cocina española tradicional y ambiente acogedor.;poi_madrid
40.449869;-3.727271;Avenida del Vallehermoso;Vía destacada en el distrito de Moncloa, conocida por su actividad comercial y residencial.;poi_madrid
40.418978;-3.707564;Restaurante Trattoria Sant Arcangelo;Restaurante italiano en el barrio de Chueca, conocido por su pasta fresca y pizzas artesanales.;poi_madrid
40.4512;-3.701238;Barrio de Tetúan;Barrio diverso con una mezcla de áreas residenciales y comerciales, conocido por su vida activa y oferta cultural.;poi_madrid
40.421658;-3.705132;Fábrica de Quesos La Mancha;Fábrica dedicada a la producción de quesos artesanales, ubicada en las afueras de Madrid, con visitas y degustaciones.;poi_madrid
40.450405;-3.817312;Parque Forestal Adolfo Suárez;Un amplio parque con zonas verdes y senderos.;poi_madrid
40.423538;-3.710171;Sala de Exposiciones Conde Duque;Centro cultural y sala de exposiciones ubicada en el Centro Cultural Conde Duque, con eventos y exposiciones temporales.;poi_madrid
40.416615;-3.711065;Churrería San Ginés;Icónica churrería en el centro de Madrid, famosa por sus churros y chocolate, abierta 24 horas.;poi_madrid
40.428351;-3.707918;Mirador del Parque de la Alhóndiga;Mirador en el Parque de la Alhóndiga, que ofrece vistas panorámicas del barrio y del paisaje urbano.;poi_madrid
40.431019;-3.695276;Jardín del Parque de las Avenidas;Espacio verde en el distrito de Salamanca, con amplias zonas ajardinadas y áreas para el esparcimiento, perfecto para paseos y actividades al aire libre.;poi_madrid
40.418766;-3.712503;Iglesia de Santa María del Pilar;Iglesia ubicada en el barrio de Chamartín, conocida por su arquitectura moderna y su rol en la comunidad local.;poi_madrid
40.424054;-3.698511;Museo del Romanticismo;El Museo del Romanticismo ofrece una mirada al siglo XIX en España, con una colección de objetos que ilustran la vida y el arte de la época romántica.;poi_madrid
40.414196;-3.703626;Hostal Lido;Hostal económico situado en el barrio de La Latina, con una buena ubicación para explorar la ciudad y acceso a transportes.;poi_madrid
40.420873;-3.702941;Dulce Amor;Pastelería y confitería tradicional en el centro de Madrid, conocida por sus productos artesanales y su atención al detalle.;poi_madrid
40.41886;-3.709036;Restaurante La Cueva;Restaurante en el barrio de La Latina, conocido por su cocina de tapas y ambiente animado.;poi_madrid
40.42041;-3.70367;Avenida de la Gran Vía;Una de las calles más icónicas de Madrid, conocida por sus edificios históricos y centros comerciales.;poi_madrid
40.410455;-3.714232;Avenida del Manzanares;Vía significativa que bordea el río Manzanares, ofreciendo acceso a espacios verdes y recreativos.;poi_madrid
40.412631;-3.690597;Real Jardín Botánico;El Real Jardín Botánico de Madrid, fundado en el siglo XVIII, alberga una gran variedad de plantas de todo el mundo y es un lugar ideal para disfrutar de la naturaleza en el centro de la ciudad.;poi_madrid
40.411228;-3.707831;Tasca la Risa;Tasca en el barrio de Malasaña, conocida por su ambiente animado y su variada selección de tapas.;poi_madrid
40.425321;-3.710408;San Antonio de la Florida;Iglesia y lugar histórico con frescos de Goya, conocido por su importancia artística y cultural.;poi_madrid
40.415236;-3.706782;Churrería La Plaza;Churrería en el centro de Madrid con una excelente oferta de churros y chocolate en un ambiente acogedor.;poi_madrid
40.426132;-3.710984;Colegio Internacional de Madrid;Colegio bilingüe en el barrio de Aravaca, conocido por su currículum internacional y enfoque integral.;poi_madrid
40.41894;-3.706413;Restaurante La Manuela;Restaurante en el barrio de Lavapiés, famoso por su ambiente acogedor y comida casera.;poi_madrid
40.413472;-3.69206;Decorative Arts Museum;Museo especializado en artes decorativas, ubicado cerca del Museo del Prado, con una rica colección de muebles y objetos decorativos.;poi_madrid
40.419134;-3.705644;Bar Los Enemigos;Bar en el barrio de Malasaña, famoso por sus cócteles creativos y ambiente animado.;poi_madrid
40.410211;-3.712216;Real Basílica de San Francisco el Grande;La Real Basílica de San Francisco el Grande es una impresionante iglesia de estilo neoclásico que cuenta con una de las cúpulas más grandes de España y una magnífica colección de arte religioso.;poi_madrid
40.452607;-3.731277;FIWARE Research;Centro de investigación en FIWARE ubicado en la Escuela Técnica Superior de Ingenieros de Telecomunicaciones (ETSIT) de la UPM, dedicado a la investigación y desarrollo de tecnologías FIWARE.;poi_madrid
40.415404;-3.707839;Bar La Estación;Bar en el centro de Madrid con una variada oferta de tapas y un ambiente informal.;poi_madrid
40.421049;-3.69467;Fábrica de Chocolate Valor;Fábrica de chocolate con visitas guiadas y degustaciones, situada en el centro de Madrid.;poi_madrid
40.436694;-3.715121;Dehesa de Moncloa;Zona verde en el distrito de Moncloa, ideal para paseos y actividades al aire libre, con amplias áreas de césped y senderos.;poi_madrid
40.414477;-3.711139;Colegio San Sebastián;Colegio en el barrio de Chamberí, con una oferta educativa diversa y un enfoque en la formación integral del alumnado.;poi_madrid
40.414375;-3.691838;Museo Nacional de Artes Decorativas;El Museo Nacional de Artes Decorativas ofrece una rica colección de objetos decorativos, incluyendo muebles, cerámicas, textiles y más, que ilustran la evolución del diseño y la artesanía desde la Edad Media hasta la actualidad.;poi_madrid
40.424083;-3.711742;Hotel VP Plaza España Design;Hotel moderno y lujoso con una ubicación céntrica en la Plaza de España, ofreciendo servicios de alta calidad y vistas impresionantes.;poi_madrid
40.417491;-3.706562;Bar La Abadía;Bar en el barrio de Lavapiés con una oferta variada de tapas y cócteles en un ambiente acogedor.;poi_madrid
40.418875;-3.704055;Discoteca Medias Puri;Discoteca en el centro de Madrid, conocida por su ambiente festivo y sus eventos variados, que incluyen música en vivo y actuaciones.;poi_madrid
40.482342;-3.360682;Hospital de Alcalá de Henares;Hospital en la localidad de Alcalá de Henares, conocido por su atención médica de calidad y servicios especializados.;poi_madrid
40.416788;-3.705413;Bar El Rastro del Vino;Bar tradicional en el Rastro, con una amplia oferta de vinos y tapas en un ambiente acogedor.;poi_madrid
40.418326;-3.705634;Discoteca Kapital;Famosa discoteca en el centro de Madrid con múltiples pisos y diferentes ambientes musicales, ideal para una noche de fiesta.;poi_madrid
40.423693;-3.711281;Kiosco de la Plaza de España;Kiosco ubicado en la Plaza de España, ofreciendo una variedad de productos de conveniencia y snacks.;poi_madrid
40.420077;-3.706618;Instituto de Ciencia y Tecnología;Centro educativo y de investigación en ciencia y tecnología, con programas en ingeniería, informática y tecnología aplicada.;poi_madrid
40.420177;-3.69385;Joyería Brillante;Joyería con una selección de piezas brillantes y exclusivas, ubicada en el centro comercial Príncipe Pío.;poi_madrid
40.419125;-3.694452;Juguetería El Corte Inglés;Tienda especializada en juguetes ubicada en El Corte Inglés, ofrece una amplia gama de productos para niños y coleccionistas.;poi_madrid
40.419048;-3.703697;Edificio Telefónica;Edificio histórico en la Gran Vía, uno de los primeros rascacielos en Madrid, con visitas guiadas a sus instalaciones.;poi_madrid
40.417522;-3.708661;Restaurante Casa Juan;Restaurante en el barrio de Vallehermoso, conocido por su cocina española tradicional y ambiente familiar.;poi_madrid
40.453137;-3.710219;Centro de Formación de la Policía Nacional;Institución educativa especializada en la formación de cuerpos policiales, ubicada en el distrito de Chamartín.;poi_madrid
40.417064;-3.712758;Restaurante El Verde;Restaurante en el barrio de Chamartín que ofrece una experiencia culinaria basada en productos frescos y cocina saludable.;poi_madrid
40.419721;-3.702185;Fábrica de Pasteles Dulces Delicias;Fábrica de pasteles y dulces artesanales, ofreciendo productos frescos y visitas guiadas, ubicada en el centro de Madrid.;poi_madrid
40.427183;-3.719132;Colegio Vallehermoso;Colegio en el barrio de Vallehermoso, conocido por su enfoque académico y programas educativos diversificados.;poi_madrid
40.442789;-3.710828;Mirador del Parque de la Vía;Mirador en el Parque de la Vía, conocido por sus vistas al paisaje urbano y áreas residenciales.;poi_madrid
40.414794;-3.698761;Palacio de Fernán Núñez;El Palacio de Fernán Núñez, un hermoso edificio del siglo XIX, es la sede de la Fundación de los Ferrocarriles Españoles y se utiliza para eventos culturales y exposiciones.;poi_madrid
40.419111;-3.694247;Joyería Suárez;Tienda de joyería de lujo ubicada en el centro de Madrid, conocida por sus exclusivos diseños y piezas de alta gama.;poi_madrid
40.423215;-3.711332;Hotel Santo Domingo;Hotel situado en la Gran Vía, con una terraza en la azotea y una ubicación céntrica cerca de teatros y tiendas.;poi_madrid
40.421045;-3.712472;Catedral de Santa María;Imponente edificio religioso en el barrio de Chueca, famosa por sus bellos vitrales y su arquitectura histórica.;poi_madrid
40.392556;-3.61221;Parque de la Cuña Verde de Vicálvaro;El Parque de la Cuña Verde de Vicálvaro es un gran espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de la naturaleza.;poi_madrid
40.418217;-3.703781;Farmacia Ferrer;Farmacia en el barrio de Salamanca, conocida por su variedad de productos y servicios de atención farmacéutica.;poi_madrid
40.423087;-3.692705;Azotea del Hotel Meliá Madrid;Azotea en el Hotel Meliá, ofrece vistas panorámicas del centro de Madrid y un ambiente relajado para disfrutar de una comida o bebida.;poi_madrid
40.359732;-3.903091;Parque El Forestal;Un parque natural para paseos y actividades al aire libre.;poi_madrid
40.420172;-3.704253;Disco Club;Club nocturno conocido por sus fiestas y eventos musicales en el centro de Madrid, ideal para los amantes de la música y el baile.;poi_madrid
40.417604;-3.709492;Tasca La Boquería;Tasca en el barrio de Malasaña conocida por sus tapas caseras y ambiente acogedor.;poi_madrid
40.419313;-3.691702;Palacio de Linares;El Palacio de Linares es una majestuosa mansión del siglo XIX situada en la Plaza de Cibeles. Actualmente alberga la Casa de América, un centro cultural que promueve las relaciones entre España y América Latina.;poi_madrid
40.420407;-3.705617;Calle Gran Vía;Una de las principales arterias comerciales de Madrid, famosa por sus teatros, cines y tiendas.;poi_madrid
40.425658;-3.703313;Barrio de Malasaña;Barrio conocido por su ambiente alternativo y vibrante vida nocturna, con numerosos bares y tiendas independientes.;poi_madrid
40.411789;-3.70187;Antón Martín;Barrio vibrante conocido por su vida nocturna, teatros y mercados, además de su riqueza histórica y cultural.;poi_madrid
40.41687;-3.709123;Instituto de Educación Secundaria (IES) López de Vega;Instituto en el barrio de El Rastro, conocido por su enfoque en la educación integral y el desarrollo personal.;poi_madrid
40.419085;-3.706534;Colegio San Juan Bautista;Colegio en el barrio de Chamberí, conocido por su enfoque educativo y programas de formación integral.;poi_madrid
40.38526;-3.85454;Urbanizaciones Noroeste y Viñas Viejas;Áreas residenciales con amplias zonas verdes y servicios comunitarios.;poi_madrid
40.417239;-3.705438;Restaurante La Vaca;Restaurante conocido por sus carnes a la parrilla y ambiente informal, ubicado en el barrio de Lavapiés.;poi_madrid
40.413792;-3.712377;Plaza de la Paja;La Plaza de la Paja es una pintoresca plaza en el barrio de La Latina, conocida por su ambiente tranquilo y sus bares y restaurantes con terrazas.;poi_madrid
40.418991;-3.709114;Churrería La Higuera;Churrería en Malasaña, conocida por sus churros caseros y su chocolate denso.;poi_madrid
40.408822;-3.711173;Biblioteca Municipal Iván de Vargas;Biblioteca pública con una amplia oferta de libros y actividades culturales en el distrito de La Latina.;poi_madrid
40.417978;-3.708892;Xerox;Centro de impresión y servicios en Madrid, especializado en soluciones de impresión y copiado.;poi_madrid
40.420472;-3.695133;Consulado de Alemania;Consulado que proporciona asistencia a ciudadanos alemanes en Madrid y gestiona temas consulares.;poi_madrid
40.418546;-3.711564;Pastelería Delicias del Paladar;Pastelería en el barrio de Chamartín, famosa por su gran variedad de dulces y tartas decorativas.;poi_madrid
40.420527;-3.705451;Kiosco en la Gran Vía;Kiosco situado en la emblemática Gran Vía, ideal para adquirir bebidas, snacks y prensa mientras se explora la zona.;poi_madrid
40.416528;-3.70789;Bar El Rincón;Bar en el barrio de Malasaña con una amplia selección de tapas y cócteles en un entorno relajado.;poi_madrid
40.43;-3.686;Calle de Serrano;La Calle de Serrano es una de las calles más exclusivas de Madrid, conocida por sus tiendas de lujo, boutiques y restaurantes de alta gama. Es un lugar ideal para ir de compras y disfrutar de la moda y la gastronomía.;poi_madrid
40.423629;-3.701332;Biblioteca Municipal Benito Pérez Galdós;Biblioteca en el barrio de Chamberí, con una amplia colección de libros y actividades para la comunidad.;poi_madrid
40.397381;-3.608258;Parque de Valdebernardo;El Parque de Valdebernardo es un espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de actividades al aire libre.;poi_madrid
40.420234;-3.703663;Fábrica de Calzado El Artesano;Fábrica de calzado artesanal en Madrid, conocida por sus productos hechos a mano y visitas a la producción.;poi_madrid
40.413983;-3.707115;Mercado de la Cebada;Mercado tradicional en el barrio de La Latina, conocido por su oferta de productos frescos y gastronomía local.;poi_madrid
40.411934;-3.707918;Avenida del Cid;Vía en el barrio de Chamberí, conocida por su función de conexión entre diferentes zonas residenciales.;poi_madrid
40.418535;-3.713007;Teatro de los Artistas;Espacio dedicado a la representación teatral y eventos culturales en el centro de Madrid.;poi_madrid
40.421209;-3.705268;Librería Book Center;Librería en el barrio de Chamberí, ofreciendo una gran selección de libros en inglés y otros idiomas, junto con material de oficina.;poi_madrid
40.421267;-3.703893;Boulevard de los Condes;Vía destacada en el distrito de Chamberí, conocida por sus comercios y áreas residenciales.;poi_madrid
40.407773;-3.729573;Lago de la Casa de Campo;Gran lago artificial en el Parque de la Casa de Campo, ideal para paseos, deportes acuáticos y picnics.;poi_madrid
40.425699;-3.707927;Avenida de la Prensa;Importante avenida en el distrito de Chamberí, conocida por su actividad comercial y cultural.;poi_madrid
40.866672;-3.474513;Sierra Norte;Zona montañosa al norte de Madrid, ideal para actividades al aire libre y explorar la naturaleza.;poi_madrid
40.415782;-3.709489;Querencia;Restaurante en el barrio de Argüelles, conocido por su cocina tradicional y ambiente acogedor.;poi_madrid
40.417425;-3.705265;Bar La Ronda;Bar en Lavapiés con una oferta de tapas caseras y ambiente familiar.;poi_madrid
40.415947;-3.714915;Catedral de la Almudena;La Catedral de la Almudena es la iglesia principal de Madrid y una de las más impresionantes arquitectónicamente. Con su combinación de estilos neogótico y neoclásico, es un lugar de culto y un punto de referencia importante en la ciudad.;poi_madrid
40.416272;-3.707978;Discoteca Pachá;Famosa discoteca con una rica historia en Madrid, conocida por sus fiestas exclusivas y su ambiente lujoso.;poi_madrid
40.405568;-3.710805;Instituto de Educación Secundaria (IES) La Palmera;Instituto en el barrio de Hortaleza, que ofrece educación secundaria y bachillerato con un enfoque en la formación integral.;poi_madrid
40.30463;-3.733316;Hospital Universitario de Getafe;Centro médico en las afueras de Madrid, reconocido por sus servicios especializados y su atención de calidad.;poi_madrid
40.416639;-3.709024;Pastelería La Auténtica;Pastelería tradicional en el barrio de La Latina, conocida por sus productos de repostería clásica.;poi_madrid
40.418935;-3.697171;Círculo de Bellas Artes;El Círculo de Bellas Artes es una institución cultural que organiza exposiciones, talleres y eventos culturales. Su azotea ofrece una de las mejores vistas panorámicas de Madrid.;poi_madrid
40.416373;-3.708845;Consulado de Perú;Consulado que ofrece asistencia y servicios a ciudadanos peruanos en Madrid y gestiona temas consulares.;poi_madrid
40.43792;-3.723683;Mirador del Cerro de Garabitas;Mirador en el Cerro de Garabitas, conocido por sus vistas extensas del oeste de Madrid y el paisaje natural.;poi_madrid
40.417915;-3.708781;Bar La Malvasía;Bar en Lavapiés con una variada oferta de tapas y cócteles en un ambiente animado.;poi_madrid
40.440592;-3.72366;Mercado de La Vaguada;Mercado en el barrio de La Vaguada, con una amplia oferta de productos frescos y gourmet.;poi_madrid
40.418043;-3.706521;Restaurante Lúa;Restaurante galardonado con una estrella Michelin, ubicado en el barrio de Chamberí, famoso por su cocina innovadora y su presentación de alta calidad.;poi_madrid
40.419059;-3.707852;Hostal Madrid;Hostal con una ubicación céntrica cerca de la Plaza Mayor y la Puerta del Sol, ideal para estancias cortas y económicas.;poi_madrid
40.41716;-3.707944;Churrería La Pepa;Churrería en el barrio de Chueca, conocida por su oferta de churros y chocolate a la taza en un entorno moderno.;poi_madrid
40.421002;-3.711735;Instituto de Educación Secundaria (IES) Gregorio Marañón;Instituto en el barrio de Chamberí, con una amplia oferta educativa y un enfoque en el desarrollo integral del alumnado.;poi_madrid
40.418831;-3.702287;Hostal Acapulco;Hostal con una ubicación céntrica cerca de la Gran Vía, ofrece comodidad a buen precio y fácil acceso a las principales atracciones.;poi_madrid
40.417398;-3.710306;Restaurante El Mirador del Prado;Restaurante en el barrio de Salamanca, famoso por sus vistas al parque del Prado y su cocina mediterránea.;poi_madrid
40.41609;-3.705801;Churrería El Comercio;Churrería en el barrio de Lavapiés, famosa por su excelente calidad de churros y su chocolate espeso.;poi_madrid
40.453051;-3.735223;Biblioteca de la Universidad Politécnica;Biblioteca universitaria con una amplia colección de libros técnicos y científicos, ubicada en la Universidad Politécnica.;poi_madrid
40.423024;-3.712048;Mirador de la Plaza de España;Mirador en la Plaza de España, con vistas al Palacio de Cibeles y la Gran Vía.;poi_madrid
40.419978;-3.71853;Colegio San Ignacio de Loyola;Colegio en el barrio de La Vaguada, con un enfoque académico y programas de formación integral.;poi_madrid
40.421485;-3.701644;Deluxe Madrid;Restaurante y bar conocido por su ambiente moderno y su oferta gastronómica de alta calidad.;poi_madrid
40.489209;-3.626222;Kinépolis;Gran complejo cinematográfico ubicado en Madrid, conocido por sus numerosas salas de cine y estrenos de películas.;poi_madrid
40.433723;-3.727957;Universidad de Ciencias Aplicadas;Universidad con programas orientados a la formación profesional en distintas áreas aplicadas.;poi_madrid
40.416776;-3.707348;Hostal Alhambra;Hostal en el barrio de Sol, conocido por su ambiente familiar y su proximidad a las principales atracciones turísticas.;poi_madrid
40.457019;-3.689766;Barrio de Chamartín;Barrio elegante y de negocios, conocido por sus oficinas, centros comerciales y zonas residenciales de alto standing.;poi_madrid
40.406672;-3.704481;Parque del Casino de la Reina;El Parque del Casino de la Reina es un parque urbano en el barrio de Lavapiés, conocido por su ambiente multicultural y sus áreas de juego.;poi_madrid
40.420106;-3.706888;Colegio Santa Isabel;Colegio en el barrio de Chamberí, con una oferta educativa diversa y un enfoque en el desarrollo personal del alumnado.;poi_madrid
40.418092;-3.692168;Dama de Elche;Escultura íbera destacada que se encuentra en el Museo Arqueológico Nacional, representativa de la cultura antigua de la península ibérica.;poi_madrid
40.455328;-3.674421;Avenida de la Gran Vía de Hortaleza;Vía en el distrito de Hortaleza, conocida por su actividad comercial y cercanía a zonas residenciales.;poi_madrid
40.418046;-3.710049;Restaurante El Nuevo Café;Restaurante en el barrio de La Latina, conocido por su comida tradicional y su ambiente acogedor.;poi_madrid
40.418992;-3.703743;Sofá Bar;Bar y lounge en el barrio de Malasaña, conocido por su ambiente relajado y cómodos sofás.;poi_madrid
40.429239;-3.712486;Universidad de la Comunicación (Uc);Centro educativo especializado en comunicación, publicidad y relaciones públicas.;poi_madrid
40.418121;-3.705839;Restaurante La Ancha;Restaurante tradicional en el barrio de Chamberí, famoso por sus platos de cocina española y ambiente acogedor.;poi_madrid
40.414782;-3.709763;Puesto de Flores;Puesto en el mercado de la Cebada, especializado en la venta de flores frescas y plantas ornamentales.;poi_madrid
40.449582;-3.693939;Torre Picasso;Rascacielos en el distrito de Cuatro Caminos, conocido por su diseño arquitectónico y como sede de diversas oficinas.;poi_madrid
40.418582;-3.721207;Universidad de Ciencias de la Salud;Institución educativa centrada en la formación en ciencias de la salud y disciplinas relacionadas.;poi_madrid
40.413787;-3.683923;Palacio de Cristal;El Palacio de Cristal, situado en el Parque del Retiro, es una impresionante estructura de hierro y vidrio construida en 1887. Actualmente se utiliza para exposiciones de arte contemporáneo.;poi_madrid
40.4192;-3.708524;Colegio San Felipe Neri;Colegio en el barrio de Lavapiés, conocido por su enfoque educativo y programas de formación integral.;poi_madrid
40.418767;-3.70794;Quesos y Vinos;Tienda especializada en quesos y vinos selectos, ubicada en el barrio de Chueca.;poi_madrid
40.420195;-3.702928;Farmacia Fuentes;Farmacia situada en el barrio de Salamanca, con un surtido de productos farmacéuticos y un servicio de atención profesional.;poi_madrid
40.439295;-3.726834;Avenida de la Reina Victoria;Vía que conecta varias zonas residenciales y comerciales en el distrito de Moncloa.;poi_madrid
40.411869;-3.701264;Hostal Abitart;Hostal económico en el barrio de Lavapiés, conocido por su ambiente multicultural y su proximidad a sitios de interés.;poi_madrid
40.417904;-3.71007;Restaurante El Muelle;Restaurante en el barrio de Chueca, conocido por sus platos de mariscos y ambiente relajado.;poi_madrid
40.471377;-3.715312;Mirador del Parque de la Vaguada;Mirador en el Parque de la Vaguada, con vistas al paisaje urbano y áreas verdes circundantes.;poi_madrid
40.419049;-3.710935;Azotea del Hotel Círculo de Bellas Artes;Azotea con vistas panorámicas de Madrid, ubicada en el Círculo de Bellas Artes, ideal para disfrutar de un cóctel mientras se contempla la ciudad.;poi_madrid
40.414759;-3.690828;Kiosco del Parque;Kiosco ubicado en el Parque del Retiro, ofreciendo refrescos, snacks y prensa a los visitantes del parque.;poi_madrid
40.418916;-3.699688;Tivoli;Antiguo teatro convertido en centro cultural y de eventos, conocido por sus espectáculos y actividades culturales.;poi_madrid
40.418259;-3.701453;Restaurante El Jardín Secreto;Restaurante con un encantador jardín interior, ubicado en el barrio de Malasaña, conocido por su ambiente acogedor y su comida deliciosa.;poi_madrid
40.42019;-3.70379;Calle de Preciados;La Calle de Preciados es una de las calles comerciales más importantes de Madrid, conocida por sus tiendas, restaurantes y ambiente animado. Es un lugar perfecto para ir de compras y disfrutar de la vida urbana.;poi_madrid
40.416352;-3.706865;Dulcinea Café;Cafetería tradicional en el barrio de La Latina, famosa por sus pasteles y ambiente acogedor.;poi_madrid
